Tenant;School;Profile;Qtde;Product
COLÉGIO CONQUISTA;COLÉGIO CONQUISTA;Responsável;27;Contents Regular Program Anos Iniciais
COLÉGIO CONQUISTA;COLÉGIO CONQUISTA;Responsável;60;Contents Regular Program Infantil
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Aluno;14;AZ Cantalelê
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Aluno;65;Binóculo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Aluno;124;Conexia Books
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Aluno;124;LEX Aulas ao Vivo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Aluno;124;Plataforma AZ
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Aluno;61;Redação AZ
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Aluno;130;Scules
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Coordenador;2;AZ Anos Iniciais
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Coordenador;2;Binóculo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Coordenador;2;Conexia Books
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Coordenador;2;LEX Aulas ao Vivo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Coordenador;2;Plataforma AZ
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Coordenador;1;Redação AZ
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Coordenador;2;Scules
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Gestor;4;AZ Anos Iniciais
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Gestor;3;AZ Cantalelê
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Gestor;4;Binóculo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Gestor;5;Conexia - Portal Financeiro
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Gestor;5;Conexia Books
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Gestor;5;Conexia Store
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Gestor;4;LEX Aulas ao Vivo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Gestor;5;Scules
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Professor;9;AZ Anos Iniciais
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Professor;5;AZ Cantalelê
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Professor;7;Binóculo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Professor;19;Conexia Books
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Professor;19;LEX Aulas ao Vivo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Professor;19;Plataforma AZ
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Professor;21;Scules
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Responsável;14;AZ Cantalelê
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Responsável;54;Binóculo
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Responsável;87;Plataforma AZ
COLÉGIO CRESCER;CENTRO EDUCACIONAL CRESCER;Responsável;91;Scules
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;63;AZ Cantalelê
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;1052;Binóculo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;1005;Conexia Books
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;455;Educacross
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;1114;LEX Aulas ao Vivo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;138;Liga das Corujinhas
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;1006;Plataforma AZ
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;500;Redação AZ
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Aluno;866;Ubbu
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;6;AZ Anos Iniciais
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;7;AZ Cantalelê
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;12;AZ Infantil
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;26;Binóculo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;18;Conexia Books
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;6;Educacross
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;20;LEX Aulas ao Vivo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;12;Liga das Corujinhas
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;18;Plataforma AZ
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;8;Redação AZ
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Coordenador;10;Ubbu
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Corretor;18;Redação AZ
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;9;AZ Anos Iniciais
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;4;AZ Cantalelê
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;5;AZ Infantil
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;15;Binóculo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;5;Conexia - Portal Financeiro
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;14;Conexia Books
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;5;Conexia Store
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;9;Educacross
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;14;LEX Aulas ao Vivo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Gestor;12;Ubbu
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;49;AZ Anos Iniciais
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;11;AZ Cantalelê
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;19;AZ Infantil
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;101;Binóculo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;95;Conexia Books
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;49;Educacross
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;97;LEX Aulas ao Vivo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;19;Liga das Corujinhas
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;96;Plataforma AZ
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Professor;81;Ubbu
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Responsável;125;AZ Cantalelê
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Responsável;1736;Binóculo
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Responsável;838;Educacross
COLÉGIO CRIATIVO;COLÉGIO CRIATIVO;Responsável;1680;Plataforma AZ
COLÉGIO CRIATIVO;LAIZA KREMER GAMBA LTDA ME;Gestor;6;Conexia - Portal Financeiro
COLÉGIO CRIATIVO;LAIZA KREMER GAMBA LTDA ME;Gestor;6;Conexia Store
COLÉGIO CRISTÃO - ARIQUEMES;COLÉGIO CRISTÃO - ARIQUEMES;Gestor;1;Conexia Store
COLÉGIO CRISTÃO - PORTO VELHO;COLÉGIO CRISTÃO - PORTO VELHO;Gestor;1;Conexia Store
COLÉGIO DESPERTAR MALAGUZZI;COLÉGIO DESPERTAR MALAGUZZI;Gestor;6;Conexia - Portal Financeiro
COLÉGIO DESPERTAR MALAGUZZI;COLÉGIO DESPERTAR MALAGUZZI;Gestor;6;Conexia Store
COLÉGIO DESPERTAR MALAGUZZI;COLÉGIO DESPERTAR MALAGUZZI;Gestor;6;Novo EM
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;70;AZ Cantalelê
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;691;Binóculo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;750;Conexia Books
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;236;Educacross
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;695;LEX Aulas ao Vivo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;129;Liga das Corujinhas
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;750;Plataforma AZ
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;380;Redação AZ
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Aluno;412;Ubbu
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;5;AZ Anos Iniciais
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;5;AZ Cantalelê
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;2;AZ Infantil
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;8;Binóculo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;8;Conexia Books
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;5;Educacross
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;8;LEX Aulas ao Vivo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;2;Liga das Corujinhas
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;8;Plataforma AZ
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;5;Redação AZ
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Coordenador;6;Ubbu
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Corretor;6;Redação AZ
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;2;AZ Anos Iniciais
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;2;AZ Cantalelê
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;2;AZ Infantil
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;3;Binóculo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;5;Conexia - Portal Financeiro
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;3;Conexia Books
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;5;Conexia Store
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;2;Educacross
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;3;LEX Aulas ao Vivo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Gestor;2;Ubbu
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;21;AZ Anos Iniciais
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;12;AZ Cantalelê
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;12;AZ Infantil
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;70;Binóculo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;72;Conexia Books
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;21;Educacross
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;70;LEX Aulas ao Vivo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;12;Liga das Corujinhas
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;73;Plataforma AZ
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Professor;50;Ubbu
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Responsável;121;AZ Cantalelê
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Responsável;942;Binóculo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Responsável;390;Educacross
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Responsável;1022;Plataforma AZ
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Secretaria;2;Binóculo
COLÉGIO DINÂMICO SÃO LOURENÇO;COLÉGIO DINÂMICO SÃO LOURENÇO;Secretaria;2;LEX Aulas ao Vivo
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Coordenador;2;Binóculo
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Coordenador;2;Contents Regular Program
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Coordenador;2;Educacross
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Coordenador;2;Novo EM
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Gestor;3;Binóculo
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Gestor;3;Conexia - Portal Financeiro
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Gestor;3;Conexia Store
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Gestor;3;Contents Regular Program
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Gestor;3;Educacross
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Gestor;3;Novo EM
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Gestor;3;PLACEMENT TEST
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Professor;5;Binóculo
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Professor;5;Contents Regular Program
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Professor;3;Educacross
COLÉGIO DOM BOSCO - PETROLINA;COLÉGIO DOM BOSCO - PETROLINA;Professor;2;PLACEMENT TEST
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Aluno;32;Binóculo
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Aluno;77;Conexia Books
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Aluno;78;Conexia Store
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Aluno;88;Plataforma AZ
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Aluno;77;Redação AZ
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Coordenador;2;Binóculo
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Coordenador;2;Conexia Books
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Coordenador;2;Plataforma AZ
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Coordenador;2;Redação AZ
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Corretor;3;Redação AZ
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Gestor;1;Binóculo
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Gestor;2;Conexia - Portal Financeiro
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Gestor;2;Conexia Books
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Gestor;2;Conexia Store
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Professor;15;Binóculo
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Professor;24;Conexia Books
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Professor;25;Plataforma AZ
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Responsável;29;Binóculo
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Responsável;71;Conexia Store
COLÉGIO E CURSO A4;COLÉGIO E CURSO A4;Responsável;70;Plataforma AZ
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Aluno;2;Conexia Books
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Aluno;2;Conexia Store
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Aluno;3;Plataforma AZ
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Gestor;1;Conexia Store
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Professor;18;Conexia Books
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Professor;18;My Life
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Professor;19;Plataforma AZ
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Responsável;1;Conexia Store
COLÉGIO E CURSOS INN9;COLÉGIO E CURSOS INN9;Responsável;1;Plataforma AZ
COLÉGIO EAG;COLÉGIO EAG;Coordenador;4;Novo EM
COLÉGIO EAG;COLÉGIO EAG;Gestor;5;Conexia - Portal Financeiro
COLÉGIO EAG;COLÉGIO EAG;Gestor;5;Conexia Store
COLÉGIO EAG;COLÉGIO EAG;Gestor;5;Novo EM
COLÉGIO ECO;COLÉGIO ECO;Aluno;384;Conexia Books
COLÉGIO ECO;COLÉGIO ECO;Aluno;356;Conexia Store
COLÉGIO ECO;COLÉGIO ECO;Aluno;57;Contents Regular Program Anos Finais
COLÉGIO ECO;COLÉGIO ECO;Aluno;107;Contents Regular Program Anos Iniciais
COLÉGIO ECO;COLÉGIO ECO;Aluno;45;Contents Regular Program Infantil
COLÉGIO ECO;COLÉGIO ECO;Aluno;107;Educacross
COLÉGIO ECO;COLÉGIO ECO;Aluno;1;My Life
COLÉGIO ECO;COLÉGIO ECO;Aluno;124;PLACEMENT TEST
COLÉGIO ECO;COLÉGIO ECO;Aluno;385;Plataforma AZ
COLÉGIO ECO;COLÉGIO ECO;Aluno;214;Redação AZ
COLÉGIO ECO;COLÉGIO ECO;Coordenador;3;AZ Anos Iniciais
COLÉGIO ECO;COLÉGIO ECO;Coordenador;3;AZ Infantil
COLÉGIO ECO;COLÉGIO ECO;Coordenador;4;Conexia Books
COLÉGIO ECO;COLÉGIO ECO;Coordenador;3;Contents Regular Program
COLÉGIO ECO;COLÉGIO ECO;Coordenador;3;Educacross
COLÉGIO ECO;COLÉGIO ECO;Coordenador;4;Plataforma AZ
COLÉGIO ECO;COLÉGIO ECO;Coordenador;4;Redação AZ
COLÉGIO ECO;COLÉGIO ECO;Corretor;2;Redação AZ
COLÉGIO ECO;COLÉGIO ECO;Gestor;1;AZ Anos Iniciais
COLÉGIO ECO;COLÉGIO ECO;Gestor;1;Conexia Books
COLÉGIO ECO;COLÉGIO ECO;Gestor;1;Conexia Store
COLÉGIO ECO;COLÉGIO ECO;Gestor;1;Contents Regular Program
COLÉGIO ECO;COLÉGIO ECO;Gestor;1;Educacross
COLÉGIO ECO;COLÉGIO ECO;Gestor;1;PLACEMENT TEST
COLÉGIO ECO;COLÉGIO ECO;Professor;8;AZ Anos Iniciais
COLÉGIO ECO;COLÉGIO ECO;Professor;4;AZ Infantil
COLÉGIO ECO;COLÉGIO ECO;Professor;27;Conexia Books
COLÉGIO ECO;COLÉGIO ECO;Professor;16;Contents Regular Program
COLÉGIO ECO;COLÉGIO ECO;Professor;8;Educacross
COLÉGIO ECO;COLÉGIO ECO;Professor;7;My Life
COLÉGIO ECO;COLÉGIO ECO;Professor;13;PLACEMENT TEST
COLÉGIO ECO;COLÉGIO ECO;Professor;28;Plataforma AZ
COLÉGIO ECO;COLÉGIO ECO;Responsável;549;Conexia Store
COLÉGIO ECO;COLÉGIO ECO;Responsável;98;Contents Regular Program Anos Finais
COLÉGIO ECO;COLÉGIO ECO;Responsável;182;Contents Regular Program Anos Iniciais
COLÉGIO ECO;COLÉGIO ECO;Responsável;82;Contents Regular Program Infantil
COLÉGIO ECO;COLÉGIO ECO;Responsável;182;Educacross
COLÉGIO ECO;COLÉGIO ECO;Responsável;592;Plataforma AZ
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Aluno;15;AZ Cantalelê
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Aluno;27;Binóculo
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Aluno;27;Conexia Books
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Aluno;27;Educacross
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Aluno;27;Plataforma AZ
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Gestor;5;AZ Anos Iniciais
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Gestor;5;AZ Cantalelê
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Gestor;5;Binóculo
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Gestor;5;Conexia - Portal Financeiro
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Gestor;5;Conexia Books
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Gestor;5;Conexia Store
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Gestor;5;Contents Regular Program
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Gestor;5;Educacross
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Professor;6;AZ Anos Iniciais
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Professor;5;AZ Cantalelê
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Professor;7;Binóculo
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Professor;6;Conexia Books
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Professor;6;Contents Regular Program
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Professor;6;Educacross
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Professor;6;Plataforma AZ
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Responsável;26;AZ Cantalelê
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Responsável;48;Binóculo
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Responsável;48;Educacross
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Responsável;48;Plataforma AZ
COLEGIO EDUCACIONAL ALCOBIA;COLÉGIO ALCOBIA;Secretaria;2;Binóculo
COLÉGIO EINSTEIN;COLÉGIO EINSTEIN;Aluno;1;Plataforma AZ
COLÉGIO EINSTEIN;COLÉGIO EINSTEIN;Gestor;2;Conexia - Portal Financeiro
COLÉGIO EINSTEIN;COLÉGIO EINSTEIN;Gestor;2;Conexia Store
COLÉGIO EINSTEIN;COLÉGIO EINSTEIN;Professor;1;Plataforma AZ
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Aluno;178;Binóculo
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Aluno;87;Contents Regular Program Anos Iniciais
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Aluno;73;Contents Regular Program Infantil
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Aluno;105;Educacross
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Aluno;51;PLACEMENT TEST
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Coordenador;3;Binóculo
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Coordenador;3;Contents Regular Program
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Coordenador;2;Educacross
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Gestor;8;Binóculo
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Gestor;8;Conexia - Portal Financeiro
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Gestor;8;Conexia Store
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Gestor;8;Contents Regular Program
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Gestor;6;Educacross
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Gestor;6;PLACEMENT TEST
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Professor;22;Binóculo
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Professor;22;Contents Regular Program
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Professor;18;Educacross
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Professor;9;PLACEMENT TEST
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Responsável;294;Binóculo
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Responsável;150;Contents Regular Program Anos Iniciais
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Responsável;137;Contents Regular Program Infantil
COLÉGIO EL SHADAY;COLEGIO EL SHADAY UNIDADE II;Responsável;181;Educacross
COLÉGIO EL SHADAY;EL SHADAY UNIDADE I;Aluno;84;Binóculo
COLÉGIO EL SHADAY;EL SHADAY UNIDADE I;Coordenador;2;Binóculo
COLÉGIO EL SHADAY;EL SHADAY UNIDADE I;Gestor;9;Binóculo
